id,name,latitude,longitude,dpcapacity,online_date
314,Ravenswood Ave & Berteau Ave,41.957921,-87.673567,15,9/27/2013
244,Ravenswood Ave & Irving Park Rd,41.95469,-87.67393,19,8/22/2013
344,Ravenswood Ave & Lawrence Ave,41.96909,-87.674237,39,10/9/2013
238,Ravenswood Ave & Montrose Ave,41.961615,-87.674365,15,8/22/2013
263,Rhodes Ave & 32nd St,41.836208,-87.613533,11,9/17/2013
501,Richmond St & Diversey Ave,41.931902,-87.701195,15,5/5/2015
466,Ridge Blvd & Touhy Ave,42.012132,-87.682913,15,5/15/2015
180,Ritchie Ct & Banks St,41.906782,-87.626402,15,5/9/2015
478,Rockwell St & Eastwood Ave,41.9659,-87.693638,15,5/5/2015
172,Rush St & Cedar St,41.902309,-87.627691,11,5/9/2015
125,Rush St & Hubbard St,41.890011,-87.626293,15,5/8/2015
161,Rush St & Superior St,41.895765,-87.625908,23,5/9/2015
375,Sacramento Blvd & Franklin Blvd,41.889727,-87.70103,15,4/30/2015
397,Saginaw Ave & Exchange Ave,41.758746,-87.560115,11,4/23/2015
233,Sangamon St & Washington Blvd,41.883004,-87.651148,15,8/29/2013
485,Sawyer Ave & Irving Park Rd,41.953586,-87.709311,15,5/4/2015
111,Sedgwick St & Huron St,41.894666,-87.638437,19,8/1/2013
118,Sedgwick St & North Ave,41.911386,-87.638677,19,8/1/2013
236,Sedgwick St & Schiller St,41.907576,-87.638517,15,8/21/2013
143,Sedgwick St & Webster Ave,41.922167,-87.638888,15,8/3/2013
308,Seeley Ave & Roscoe St,41.943403,-87.679618,11,9/27/2013
3,Shedd Aquarium,41.867226,-87.615355,31,4/24/2015
114,Sheffield Ave & Addison St,41.946966,-87.654242,27,8/2/2013
67,Sheffield Ave & Fullerton Ave,41.925602,-87.653708,19,6/20/2013
20,Sheffield Ave & Kingsbury St,41.910522,-87.653106,15,6/21/2013
327,Sheffield Ave & Webster Ave,41.92154,-87.653818,19,9/25/2013
115,Sheffield Ave & Wellington Ave,41.936253,-87.653566,23,7/22/2013
93,Sheffield Ave & Willow St,41.913688,-87.652855,15,6/27/2013
302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,19,9/20/2013
306,Sheridan Rd & Buena Ave,41.958494,-87.654966,15,9/23/2013
354,Sheridan Rd & Greenleaf Ave,42.010587,-87.662412,15,5/15/2015
240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,23,8/21/2013
323,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,15,9/23/2013
451,Sheridan Rd & Loyola Ave,42.001044,-87.661198,15,5/15/2015
231,Sheridan Rd & Montrose Ave,41.96167,-87.65464,15,8/20/2013
401,Shields Ave & 28th Pl,41.842733,-87.635491,11,5/7/2015
402,Shields Ave & 31st St,41.838464,-87.635406,15,4/14/2015
409,Shields Ave & 43rd St,41.816208,-87.634819,15,4/15/2015
247,Shore Dr & 55th St,41.795212,-87.580715,19,8/23/2013
355,South Shore Dr & 67th St,41.773669,-87.567339,19,4/22/2015
12,South Shore Dr & 71st St,41.766409,-87.565688,15,4/22/2015
399,South Shore Dr & 74th St,41.762189,-87.559275,11,4/23/2015
154,Southport Ave & Belmont Ave,41.93949,-87.66378,15,7/29/2013
292,Southport Ave & Clark St,41.957081,-87.664199,11,9/14/2013
307,Southport Ave & Clybourn Ave,41.920771,-87.663712,15,9/25/2013
318,Southport Ave & Irving Park Rd,41.954177,-87.664358,15,9/21/2013
229,Southport Ave & Roscoe St,41.943739,-87.66402,19,8/29/2013
227,Southport Ave & Waveland Ave,41.94815,-87.66394,15,8/20/2013
153,Southport Ave & Wellington Ave,41.935733,-87.663576,19,7/25/2013
190,Southport Ave & Wrightwood Ave,41.928773,-87.663913,15,8/6/2013
506,Spaulding Ave & Armitage Ave,41.917184,-87.710357,15,4/30/2015
510,Spaulding Ave & Division St,41.902707,-87.70922,15,4/30/2015
211,St. Clair St & Erie St,41.894448,-87.622663,19,8/15/2013
469,St. Louis Ave & Balmoral Ave,41.980394,-87.716115,15,5/16/2015
178,State St & 19th St,41.856594,-87.627542,15,7/22/2013
193,State St & 29th St,41.841707,-87.626938,15,8/23/2013
148,State St & 33rd St,41.834734,-87.625813,11,8/27/2013
184,State St & 35th St,41.83104,-87.62688,19,8/3/2013
572,State St & 76th St,41.756971,-87.624621,11,6/23/2016
5,State St & Harrison St,41.874053,-87.627716,23,6/18/2013
47,State St & Kinzie St,41.88918,-87.6277,23,6/18/2013
106,State St & Pearson St,41.897448,-87.628722,27,8/1/2013
407,State St & Pershing Rd,41.823015,-87.626568,19,4/14/2015
44,State St & Randolph St,41.88473,-87.627734,27,6/16/2013
33,State St & Van Buren St,41.877181,-87.627844,27,6/25/2013
185,Stave St & Armitage Ave,41.917741,-87.691392,11,7/26/2013
264,Stetson Ave & South Water St,41.886835,-87.62232,19,9/18/2013
324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,15,10/3/2013
95,Stony Island Ave & 64th St,41.778701,-87.586788,15,5/7/2015
102,Stony Island Ave & 67th St,41.773458,-87.58534,11,4/22/2015
356,Stony Island Ave & 71st St,41.766493,-87.586461,11,4/22/2015
270,Stony Island Ave & 75th St,41.75867,-87.586883,15,4/24/2015
35,Streeter Dr & Grand Ave,41.892278,-87.612043,47,8/5/2013
491,Talman Ave & Addison St,41.946636,-87.694615,15,5/4/2015
177,Theater on the Lake,41.926277,-87.630834,23,8/13/2013
556,Throop St & 52nd St,41.799659,-87.657195,11,6/17/2016
490,Troy St & Elston Ave,41.945244,-87.70665,15,5/4/2015
509,Troy St & North Ave,41.909769,-87.70528,15,4/30/2015
408,Union Ave & 42nd St,41.817638,-87.643565,15,4/15/2015
84,Union Ave & Grand Ave,41.891,-87.645925,19,6/26/2013
423,University Ave & 57th St,41.791478,-87.599861,19,4/17/2015
72,Wabash Ave & 16th St,41.860384,-87.625813,15,6/24/2013
321,Wabash Ave & 8th St,41.871962,-87.626106,19,9/21/2013
39,Wabash Ave & Adams St,41.879472,-87.625689,23,4/18/2015
42,Wabash Ave & Cermak Rd,41.852619,-87.626488,11,6/18/2013
199,Wabash Ave & Grand Ave,41.891738,-87.626937,15,8/10/2013
59,Wabash Ave & Roosevelt Rd,41.867227,-87.625961,23,6/18/2013
194,Wabash Ave & Wacker Pl,41.886875,-87.62603,19,8/10/2013
18,Wacker Dr & Washington St,41.883272,-87.637313,19,4/18/2015
278,Wallace St & 35th St,41.830629,-87.64129,15,9/13/2013
448,Warren Park East,42.00455,-87.680666,15,5/12/2015
450,Warren Park West,42.002007,-87.689726,15,5/12/2015
437,Washtenaw Ave & 15th St,41.86148,-87.693374,19,5/28/2015
475,Washtenaw Ave & Lawrence Ave,41.968711,-87.69617,15,5/5/2015
218,Wells St & 19th St,41.856802,-87.633879,11,8/23/2013
289,Wells St & Concord Ln,41.912133,-87.634656,19,9/14/2013
182,Wells St & Elm St,41.903222,-87.634324,23,6/16/2015
291,Wells St & Evergreen Ave,41.906724,-87.63483,19,9/14/2013
212,Orleans St & Ohio St,41.892154,-87.636928,23,8/16/2013
53,Wells St & Huron St,41.894729,-87.633775,19,6/17/2013
175,Wells St & Polk St,41.872373,-87.633523,19,8/3/2013
46,Wells St & Walton St,41.89993,-87.63443,19,6/14/2013
132,Wentworth Ave & 24th St,41.849237,-87.631715,15,9/5/2013
403,Wentworth Ave & 33rd St,41.83453,-87.631823,15,4/14/2015
390,Wentworth Ave & 63rd St,41.78008,-87.629746,15,5/18/2015
120,Wentworth Ave & Archer Ave,41.853605,-87.631886,23,8/6/2013
203,Western Ave & 21st St,41.85394,-87.685243,15,8/15/2013
281,Western Ave & 24th St,41.84847,-87.685109,15,9/13/2013
446,Western Ave & 28th St,41.841518,-87.685131,15,5/21/2015
382,Western Ave & Congress Pkwy,41.874749,-87.686445,19,4/27/2015
305,Western Ave & Division St,41.902893,-87.687275,15,9/21/2013
452,Western Ave & Granville Ave,41.994161,-87.689438,15,5/12/2015
239,Western Ave & Leland Ave,41.966555,-87.688487,19,8/21/2013
467,Western Ave & Lunt Ave,42.008594,-87.690492,15,5/15/2015
381,Western Ave & Monroe St,41.879788,-87.686113,15,4/27/2015
493,Western Ave & Roscoe St,41.943026,-87.687395,15,5/4/2015
374,Western Ave & Walton St,41.898418,-87.686596,15,4/27/2015
116,Western Ave & Winnebago Ave,41.915533,-87.687051,15,7/26/2013
594,Western Blvd & 48th Pl,41.805661,-87.683392,15,6/17/2016
117,Wilton Ave & Belmont Ave,41.94018,-87.65304,23,8/2/2013
13,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,27,6/20/2013
505,Winchester Ave & Elston Ave,41.924091,-87.67646,15,5/7/2015
342,Wolcott Ave & Polk St,41.871262,-87.673688,15,10/12/2013
369,Wood St & 35th St,41.830105,-87.670298,11,4/14/2015
17,Wood St & Division St,41.90332,-87.67273,15,6/20/2013
285,Wood St & Grand Ave,41.89113,-87.67203,15,9/13/2013
61,Wood St & Milwaukee Ave,41.907655,-87.672552,15,6/18/2013
317,Wood St & Taylor St,41.869154,-87.671045,23,9/21/2013
248,Woodlawn Ave & 55th St,41.795264,-87.596471,19,8/23/2013
569,Woodlawn Ave & 75th St,41.75916,-87.595751,15,6/23/2016
413,Woodlawn Ave & Lake Park Ave,41.814093,-87.597005,15,4/14/2015
396,Yates Blvd & 75th St,41.758768,-87.56644,11,5/7/2015
596,Benson Ave & Church St,42.048214,-87.683485,15,6/29/2016
601,Central St Metra,42.063598,-87.69873,15,6/29/2016
597,Chicago Ave & Washington St,42.032562,-87.679101,15,6/29/2016
600,Dodge Ave & Church St,42.048308,-87.698224,15,6/29/2016
607,Cuyler Ave & Augusta St,41.898168,-87.783055,11,6/30/2016
617,East Ave & Garfield St,41.871312,-87.788938,19,6/27/2016
614,East Ave & Madison St,41.880113,-87.789247,15,6/28/2016
609,Forest Ave & Lake St,41.88891,-87.800255,15,6/30/2016
608,Humphrey Ave & Ontario St,41.890491,-87.776842,11,6/30/2016
618,Lombard Ave & Garfield St,41.87055,-87.77919,19,6/27/2016
615,Lombard Ave & Madison St,41.87981,-87.779425,15,6/28/2016
610,Marion St & South Blvd,41.88681,-87.80287,19,6/30/2016
616,Oak Park Ave & Harrison St,41.872987,-87.793945,19,6/27/2016
611,Oak Park Ave & South Blvd,41.886923,-87.793899,19,6/30/2016
613,Wisconsin Ave & Madison St,41.879837,-87.80224,11,6/28/2016
